Trip_ID,medallion, hack_license, vendor_id, rate_code, passenger_count, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude,pickup_time,pickup_date,dropoff_time,dropoff_date,trip_time
0,3B1A31779BCE30367D00C6F7911573C0,AED0496C937E41C4515D64E851F873AB,VTS,1,1,1.34,-73.982285,40.772816,-73.986214,40.758743,0,01-05-2013,0,01-05-2013,8
1,A38D671A1B460DEB1CFDF1453F540031,47AC05DE111ADCA998F5A8F2572BD330,VTS,1,5,2.5,-73.97747,40.745312,-73.955597,40.774212,9,05-05-2013,9,05-05-2013,8
2,7B201D72A725B65DA1E4D504961EBA17,F2020C3F18330FA66573FB2887E21C08,VTS,1,1,1.59,-73.962158,40.779106,-73.950661,40.794224,12,05-05-2013,12,05-05-2013,7
3,AB4CE77E2C4994681AC037E63182BE56,3B47015213C70F620585DE87CC5FEE5D,VTS,1,1,1.72,-74.005463,40.74593,-73.99054,40.766376,12,05-05-2013,12,05-05-2013,4
4,198CE3EF5EE01960EE8CEB9CF9D1B0E1,BF3544AD02805D369B57E19060DE1C6E,VTS,1,5,1.9,-73.993759,40.720909,-74.002625,40.739662,2,05-05-2013,3,05-05-2013,10
5,6262E716CE2FF6AD3B433057F299C75F,38072A275B6EF3B2D6C6633709714A2F,VTS,1,5,3.04,-73.959038,40.780987,-73.99028,40.751778,11,05-05-2013,12,05-05-2013,11
6,BE0D66D2F076E9E0D89FCCA98E32015F,4F1AC06CDA0A2B9111DFC6D4522E2DD7,VTS,1,1,1.8,-73.975365,40.777042,-73.960045,40.770519,11,05-05-2013,11,05-05-2013,9
7,B82032932F7C76B8AADF55B524918C15,3BB26E7CBA9D1AB6E2FE727F02FC6B56,VTS,1,6,3.15,-73.789787,40.646557,-73.999725,40.727016,9,05-05-2013,10,05-05-2013,15
8,C0ABDE2119BEEC589421CA83A9068A92,0B70B06FD76DA2DD534FEEA2688D1410,VTS,1,5,9.26,-73.989388,40.688808,-73.98307,40.769691,10,05-05-2013,10,05-05-2013,30
9,AB4F8FB6109800A8FE7472079BD29C9E,E107CC6BB39F11041D20323137DD9F85,VTS,1,1,2.05,-73.96418,40.757278,-73.984016,40.734398,10,05-05-2013,11,05-05-2013,7
10,068BBBB507BB54C49473D17F9C6376B4,CFE3E61481F7E65FB280133D2CB735FB,VTS,1,1,0.4,-73.954826,40.777672,-73.954826,40.777672,12,05-05-2013,12,05-05-2013,3
11,E438441E8EEDB4CA6FDF7D6639DB1672,5FFC0902289F840FFEC24E3D8AC179AC,VTS,2,1,16.87,-73.980118,40.758678,-73.789101,40.641655,12,05-05-2013,12,05-05-2013,27
12,383E0C5CDEAD28C1273817087900EC2F,4D5DD72C63FF0C5EE19DD382855312FD,VTS,1,6,1.99,-73.969528,40.784626,-73.973297,40.760914,10,05-05-2013,10,05-05-2013,8
13,0CAC8E999E3D3D98C663789471618315,DF618A0B87CF371EB1900F812000BC0D,VTS,2,1,17.39,-73.791252,40.645649,-73.972588,40.755878,8,05-05-2013,9,05-05-2013,34
14,9B5BE818E3C04896687FFD3C4BF5555F,4D85F9862CD0E1675B0946F1A4535B42,VTS,1,3,8.35,-73.953873,40.787773,-73.864044,40.769482,13,05-05-2013,13,05-05-2013,19
15,C41A7FA97B7C694620442621FC8D8127,1DC96DC34B91C6DA668FDC6F8B3C0EE8,VTS,1,6,0.39,-73.985886,40.732529,-73.991127,40.735023,10,05-05-2013,10,05-05-2013,4
16,BBD41D16BDEE492B03A57F646424DD67,160C474EC5F105E9FB43966E19572864,VTS,1,1,2.13,-73.982239,40.745037,-74.002068,40.719311,9,05-05-2013,10,05-05-2013,23
17,AE6D169855A4363F119879EB67476A26,287758B2FB350B30D67B51809D127630,VTS,1,1,2.83,-73.963112,40.802677,-73.96315,40.775028,12,05-05-2013,13,05-05-2013,15
18,9383E6D0EB4524BBC576072BFBE2E053,455ADB88461B5DB5325C8CB6F86FF26B,VTS,1,1,0.85,-73.96257,40.767082,-73.97184,40.765862,13,05-05-2013,13,05-05-2013,6
19,0587ABA72D8647D95EB0B624726381E6,FE9CF687B5C78C7F10CC9D32B5CE3E66,VTS,1,6,1.19,-73.980652,40.777344,-73.970047,40.79435,12,05-05-2013,12,05-05-2013,6
20,CE6864240216725E74C09ED9A7871F9B,F522B35C1A6BC075037977BE136486D7,VTS,1,1,0.92,-73.981316,40.768517,-73.979309,40.777596,13,05-05-2013,13,05-05-2013,5
21,29E861739FE244B49F85225D82938E1D,3FC1BD9407CC8153DC18FD314F583AF8,VTS,1,3,2.54,-73.996361,40.74036,-74.010483,40.717495,12,05-05-2013,12,05-05-2013,13
22,67EB082BFFE72095EAF18488BEA96050,410421B08F73F5A5EED0C5457B6ED037,VTS,1,5,1.44,-73.984871,40.768368,-73.99617,40.768257,14,05-05-2013,14,05-05-2013,8
23,02CDF4B814C18DE3898FDA761EA8A5B4,5B52C90E26F876A145D616533C69A685,VTS,1,1,1.29,-73.993958,40.720322,-73.991394,40.735188,10,05-05-2013,10,05-05-2013,7
24,49334C97C476E41CD91935E6470F8519,10EE37AE98480E0AEE5204A5643E9848,VTS,1,1,0.91,-73.974182,40.791656,-73.977501,40.786156,10,05-05-2013,10,05-05-2013,5
25,D99212C65F95787C938C3506EA0E145C,EC462CF50333FD7E5228EAC09FBA4CF5,VTS,1,1,5.3,-74.006958,40.712421,-73.982643,40.752789,13,05-05-2013,13,05-05-2013,13
26,2B3EFA3719EA953A656D5041750787EB,522CEE52F5E6DA8DD74D7439FCEF6ABE,VTS,1,1,3.01,-73.987701,40.719761,-73.951942,40.723248,11,05-05-2013,11,05-05-2013,10
27,D833C49C9A5D1F0C03CB322ADBC9486F,D702D03710AA5AE6B6C236D059668EFD,VTS,1,1,0.91,-73.983437,40.761696,-73.991646,40.750191,11,05-05-2013,11,05-05-2013,4
28,150804320CEEFB9C988DE9E230048E17,E0E4FA40F6750709038E83AB00F1698D,VTS,1,1,4.63,-73.882561,40.755905,-73.961769,40.760326,11,05-05-2013,11,05-05-2013,16
29,ECB75914CD98F55C2F4152CE68334747,D12E95D7C7CD7695807FFB18B926CF0A,VTS,1,1,0.98,-73.954468,40.770096,-73.959885,40.760418,12,05-05-2013,12,05-05-2013,7
30,2FD656E326E1469F0F41878C35D94A84,580D59B641B9DB5B3DCB2D3F194ABB38,VTS,1,2,4.22,-73.98671,40.687737,-73.963135,40.716633,13,05-05-2013,13,05-05-2013,15
31,63964AFEF2C2C93520AC94FF235C5485,7AA76ADB8ABF994B30E3787D524E43EF,VTS,1,1,7.29,-74.011642,40.708637,-73.944954,40.778412,14,05-05-2013,14,05-05-2013,19
32,0851CB006745FF526AECFDABEBAE4C80,598A52F4D61C2A9686CCBDCFDE9CE439,VTS,1,1,0.75,-73.959534,40.762917,-73.959816,40.77026,10,05-05-2013,10,05-05-2013,3
33,A89CFF4DF7463F62A14E261A026A4C93,A4E04E17170D1E4925AD05C29BBFA667,VTS,2,5,19.22,-73.790298,40.644035,-73.995369,40.717022,13,05-05-2013,14,05-05-2013,64
34,9DA5FB31482B91B8DA110F699113EDF4,5E9A7DF56EDE99789C5073E1763DBD80,VTS,1,1,3.4,-74.000305,40.757561,-73.995003,40.722725,15,05-05-2013,15,05-05-2013,20
35,9E73EBBBFEFE74E51DEC4AB047501223,74817B9633E772DA34F46DBEB33C3BA8,VTS,1,3,1.06,-73.989174,40.741596,-73.985001,40.753437,14,05-05-2013,14,05-05-2013,4
36,C02DD89B2A74ABBDA82609C90B910AC4,C7021D88313E46A0FD56C230A1EE5BDA,VTS,1,6,1.44,-73.994453,40.736515,-73.974678,40.736053,12,08-05-2013,12,08-05-2013,10
37,B749875E1ED0EBAC2CCBB5C480266A9A,6527FA2A3578FB6BA166413651A077CD,VTS,1,2,0.7,-73.976807,40.752193,-73.984459,40.757801,13,05-05-2013,13,05-05-2013,7
38,2EA5D18CAF83A21050F419EED610702D,87F5956790DB86F18329CFE2EA5AD96E,VTS,1,5,0.41,-74.003593,40.725098,-74.003265,40.721901,13,05-05-2013,13,05-05-2013,4
39,251F80AAF4302E953271F750CACB30A0,2C983210221BD48D28CC1DBC4F16F52F,VTS,1,2,1.67,-73.969597,40.753178,-73.974068,40.737202,13,05-05-2013,13,05-05-2013,8
40,DBAF284EF89F854D07472F4B76893898,F1ACE57B5763A864EFC5A42AA2D1BDAD,VTS,1,5,2,-73.988182,40.738438,-73.974182,40.762371,14,05-05-2013,14,05-05-2013,7
41,433FE01DBA21B754449E4D3A42F0542A,127C33557D74CE993206D6C88628BFB1,VTS,1,1,1.02,-73.9702,40.760468,-73.977859,40.749802,13,05-05-2013,13,05-05-2013,4
42,37DCA5FA626EC97DD2DF9012103D88BA,8D9F724E1D57C01AD492D0567D410090,VTS,1,4,8.96,-73.871078,40.773823,-73.968506,40.759815,12,05-05-2013,13,05-05-2013,34
43,CE3F6B23F03D28873BB05BEDEADAA068,0FD476E9EAE85BCB8CC00DC3F06395A2,VTS,1,1,1.21,-73.994568,40.746124,-73.995331,40.733212,14,05-05-2013,14,05-05-2013,6
44,0CA06825E31D118DED987821A7EDA3FE,AFACF8312244283B1FC901B06D7979A0,VTS,1,2,2.26,-73.966568,40.764359,-73.987305,40.739037,13,05-05-2013,13,05-05-2013,11
45,B1AB9412F2A2079FF18120DE14984705,3849E6B739541079715A2C9AF3C7CBBF,VTS,1,3,3.23,-73.996223,40.732128,-73.966713,40.767162,14,05-05-2013,14,05-05-2013,17
46,3E8B6CEB598D35C9033866C130C8DFF9,DA041A83E32A55448B17638C440AC780,VTS,1,1,6.68,-74.005074,40.725769,-74.013802,40.709068,13,05-05-2013,13,05-05-2013,17
47,4892CBD812BA7114F17E0F7D8E4FF758,6FB27F32701D5E5BCA381AE2F1C6B1C6,VTS,1,1,2.32,-73.98938,40.746471,-74.006111,40.724949,15,05-05-2013,15,05-05-2013,10
48,AA5F0613C76891C045AC4F1989DA2334,F1E9251AFBC8DD4F9EDF5AC1F834D9A2,VTS,1,6,1.89,-73.974518,40.762352,-73.978615,40.741093,10,05-05-2013,10,05-05-2013,9
49,22EFB2AB502C7A17AD0C7774B51A85CB,62A1DBA30AFB58CE940C0CA23FB4D2A8,VTS,1,1,3.24,-73.969421,40.758011,-73.971733,40.792393,11,05-05-2013,11,05-05-2013,14
50,37AD599DE9E504E47CDFB5A59E020127,4D867B50965D80792AE9EE1D9C531D86,VTS,1,5,1.06,-73.97271,40.743568,-73.987785,40.749767,15,05-05-2013,15,05-05-2013,13
51,423AEBC756279E5DA0B28518B7DA8844,D4F6019AFF0919A9E65E337C0A69DAAF,VTS,1,2,2.04,-73.998451,40.740158,-73.981895,40.760845,15,05-05-2013,15,05-05-2013,8
52,93A0A7021AE6705F104F4AA287B2B08A,95734B204EFCD23BA827C8373B816AFD,VTS,1,3,0.99,-73.989395,40.756229,-73.978844,40.765236,13,05-05-2013,13,05-05-2013,4
53,890C5F983D3A467C2AF4AF51F4BABBC6,5C9BFD56DE03117DD3819732B8E7DF94,VTS,1,1,0.4,-73.970055,40.768379,-73.973389,40.763866,16,05-05-2013,16,05-05-2013,2
54,3E8B6CEB598D35C9033866C130C8DFF9,DA041A83E32A55448B17638C440AC780,VTS,1,1,2.06,-73.991508,40.755066,-73.978806,40.782017,14,05-05-2013,14,05-05-2013,14
55,303F3C66E7FD96F8370C1D7C76F5585C,05057A30858972D604713EDE5E9107BC,VTS,1,1,0.91,-73.957993,40.771423,-73.967262,40.763233,15,05-05-2013,15,05-05-2013,5
56,FBAE44EAB60877770A28A57BA2C6C8E8,CF68F7A161E00C695A31CA84EBF34F90,VTS,1,2,1.41,-73.953522,40.744335,-73.938988,40.752167,15,05-05-2013,15,05-05-2013,6
57,5F20B4E258CE924E2CCA84507B700840,9CBEF44403AE112CED44FBE98400B00C,VTS,1,6,1.44,-73.992058,40.729271,-73.979034,40.744522,15,05-05-2013,15,05-05-2013,4
58,7087C805A6D78913C75F5DD02571D4F4,AAD82792C62A297BA546E4A08FD3CD86,VTS,1,4,3.06,-73.982437,40.772491,-73.990028,40.745804,14,05-05-2013,15,05-05-2013,16
59,03055B956C21B1F915DCDB118AA79F21,70E439FD489C38D2376D2B62A41733D1,VTS,1,1,1.47,-73.984093,40.729294,-74.005219,40.741386,14,05-05-2013,14,05-05-2013,8
60,36CDD567FD7DC571D14D80BA3862714F,92F10E752C1501B06C790AFDBC631C32,VTS,1,1,3.21,-73.946793,40.775822,-73.968636,40.761612,14,05-05-2013,14,05-05-2013,24
61,1D2F38C38954C49F63D6DBE7D6E2E037,3ABD0B273D4DC551CA8CA9F835418344,VTS,1,1,2.61,-73.97522,40.787403,-73.9897,40.757305,16,05-05-2013,16,05-05-2013,10
62,04E56D11212D5EDC07BA881A1CBD8DFC,421BA01FBCA180F58A18B05231D7E0AD,VTS,1,1,0.76,-73.975288,40.762493,-73.978355,40.753899,14,05-05-2013,14,05-05-2013,3
63,FC33D28148829383E2501520F7FDBF00,78C9FE3C79F168F68F72F34343C9C8F3,VTS,1,3,0.71,-73.985474,40.755016,-73.990616,40.756195,14,05-05-2013,14,05-05-2013,6
64,2C2E087DC43A9B8A33D4AFDAD41C6526,506AD6BBAFB7E79FB950CD5196F6973F,VTS,1,1,3.76,-73.95417,40.790325,-73.991348,40.750084,16,05-05-2013,16,05-05-2013,18
65,EB144233FF7EBBE21DF2CB492B655B71,5DC2970FFEBB6690AA584014CB6FA79A,VTS,2,1,19.16,-73.990997,40.749783,-73.788177,40.665192,13,05-05-2013,14,05-05-2013,46
66,FE935C5FA5A5721139882F861B2BD3D3,F1AF30AC5C21AE64BB6D241533277877,VTS,1,1,1.8,-73.980873,40.763126,-73.991608,40.750214,15,05-05-2013,16,05-05-2013,9
67,A56F5B8AC16B2B3A1B43938168AD4058,AF686116E5C0FF84C3B905BF08CE67C5,VTS,1,1,9.95,-73.871048,40.773781,-73.981491,40.780361,14,05-05-2013,15,05-05-2013,31
68,FB92F691B7E933E6462788B10939F757,112771253520CA9F30776AB5C3794AAB,VTS,1,1,0.91,-73.968552,40.76115,-73.961433,40.770134,16,05-05-2013,16,05-05-2013,2
69,36C1F2F11DD3B62BB6C4DD3EF52B85FA,9FE89DA036E6561EA79CE7578AD77CEC,VTS,1,5,2.23,-73.970711,40.757816,-73.985535,40.731567,14,05-05-2013,14,05-05-2013,7
70,76394C3F87AA7F494B41C2A62581D6C3,272E5C740717237FDDC9794F5D161EB0,VTS,1,6,2.12,-73.954109,40.764111,-73.975571,40.776775,12,05-05-2013,12,05-05-2013,11
71,ABCA79B7B2919AB48A0E1CC1A3892B68,AA51EFC044A900D550ED4A1E45117DDA,VTS,1,2,4.31,-74.003853,40.725471,-73.986778,40.711021,13,05-05-2013,14,05-05-2013,17
72,7087C805A6D78913C75F5DD02571D4F4,AAD82792C62A297BA546E4A08FD3CD86,VTS,5,1,12.57,-73.900291,40.767456,-74.004562,40.843582,16,05-05-2013,16,05-05-2013,17
73,A506888A914B08DDA4C1FD8649BA3C28,BC461D58CFAEB31209EECD8BC53C3E8A,VTS,1,1,2.37,-73.974937,40.746223,-73.989655,40.735981,14,05-05-2013,14,05-05-2013,9
74,50476672EA8394C08614195B7FDCA5C2,6C69FD8DE37D13A4EC5B97D371B63006,VTS,1,1,4.22,-73.945518,40.773911,-73.985023,40.732456,16,05-05-2013,16,05-05-2013,11
75,4A96832FF5D1779442A1685D2A177A7D,C69C696BA48D122119924B511355E08B,VTS,1,5,1.61,-73.98764,40.765228,-73.996017,40.753777,16,05-05-2013,16,05-05-2013,8
76,DF3B186B9D2C9AF5677CF58C6F9C1739,92729F7B086D9D6D5DC3988EA85395B4,VTS,1,3,8.51,-74.011314,40.714146,-73.948494,40.763386,14,05-05-2013,14,05-05-2013,29
77,A1627FA9AB94378554BE5A5F5365C7F4,49DEF4FE5198C2F2F1B06ECCDB3F004E,VTS,1,1,2.59,-74.013695,40.717545,-74.00576,40.745262,15,05-05-2013,15,05-05-2013,15
78,253508A1EBFC63BF5DFB4361EAE83703,A62733315C09BA962ACAB66CD460C981,VTS,1,3,10.89,-73.981979,40.755825,-73.871719,40.774391,15,05-05-2013,16,05-05-2013,21
79,BFC7B5658240F0BF73C7FBA5B3B5F338,630BD9A51372BEBA877C2840B3FF014F,VTS,1,5,2.03,-73.985641,40.735241,-73.959793,40.770908,16,05-05-2013,16,05-05-2013,9
80,CB93B00B0DA34D8675A8502D51A05E27,ECDE087A3BA7E67181760C1391E088EC,VTS,1,3,1.28,-73.987411,40.738503,-74.007027,40.743977,14,05-05-2013,14,05-05-2013,10
81,672B97768BE2DF4A94275A03EFDA7A8E,E8B69EE78F5CAE90A5F15773929B77B2,VTS,1,1,1.1,-73.99118,40.748894,-73.98233,40.752617,14,05-05-2013,14,05-05-2013,5
82,42C4747851161185E9BB1FF6239D9CB5,8C1F01E728F1397ABD2651A82925E95C,VTS,1,2,0.7,-73.862953,40.768806,-73.97377,40.748798,17,05-05-2013,17,05-05-2013,3
83,DFB5B87FD26588AC9AEB75AED802AD3B,2CE24EF2051E142038F822034E6A1582,VTS,1,6,3.48,-73.991623,40.764866,-73.964005,40.807629,17,05-05-2013,17,05-05-2013,13
84,1885BADD73092C2F21F220A2F06105CA,17BD67F48EC1FEAD14C45BEB3D32D5F0,VTS,1,1,2.04,-73.977776,40.755146,-73.959267,40.780128,17,05-05-2013,17,05-05-2013,6
85,20C266E7CFA3574AE8440B0C1DC81778,B3B88D186CC83B865F9EB797C2A5EF8E,VTS,1,1,3.95,-73.99366,40.721218,-73.95739,40.76593,18,05-05-2013,18,05-05-2013,13
86,D385F51FA906E07E45D40B5CE00153FE,560F963AA34362BAD9145DA34366AB8F,VTS,1,1,1.78,-73.966431,40.761822,-73.947365,40.776012,16,05-05-2013,16,05-05-2013,8
87,03634DCC70216A7C8C9D8542FD590A92,7CD0F72911B13AC90D91E6FB3E99E7F3,VTS,1,1,8.17,-73.878082,40.771358,-73.987244,40.74905,16,05-05-2013,16,05-05-2013,19
88,395EF4E46127926ABFAB78F9FEF50D3D,27114FD9BDFECEDC3D81FF46C9E0EF58,VTS,1,2,5.8,-73.994019,40.745953,-73.944931,40.807587,18,05-05-2013,18,05-05-2013,17
89,A8952BE8AD462B1BE23E61D21CD37086,1A6F58B77214A54B5B706568CAE6A32C,VTS,1,1,0.5,-73.963058,40.766636,-73.96859,40.764454,16,05-05-2013,16,05-05-2013,3
90,2249CF41A8B394A5C965607C5659D43F,EB047E1D0ECE41A450AF983DBF5DF759,VTS,1,6,1.53,-73.972565,40.756523,-73.990509,40.746826,11,05-05-2013,11,05-05-2013,8
91,20E769FDE5E85BE68DCB2B14DC7126D1,5A6DA15CF175206E5E17A6D7627935F6,VTS,2,5,16.8,-73.987579,40.733517,-73.789894,40.646896,14,05-05-2013,15,05-05-2013,39
92,F84CB3C10518417FED50A7C96FFFF0CB,96E95ED90D1AB9FC57E2F1304DB65533,VTS,2,2,17.32,-73.999023,40.761398,-73.782654,40.648796,16,05-05-2013,16,05-05-2013,44
93,8E1304AD65AE6861005460130F2BF7CD,705D816EEBB628310FA145EF9546ABE5,VTS,1,4,1.89,-74.005424,40.74007,-73.987427,40.759533,18,05-05-2013,18,05-05-2013,15
94,0E11A16CC9AB6E3F1529323BF5F19137,E07E808121AC41996F522E10814AF058,VTS,1,4,1.27,-74.00959,40.713013,-73.997704,40.725761,17,05-05-2013,17,05-05-2013,8
95,ADBB77F1351F039E25EB9814B3C8D56A,B9F5B3A661859B76BB32F8050E55A2A5,VTS,1,1,4.41,-73.946663,40.745365,-73.983284,40.744404,15,05-05-2013,15,05-05-2013,18
96,0F4F37BD350617DCEE527C3FCDF5F3EC,CBE7F9641BD224F5F804D504DCFD7DF5,VTS,1,1,3.99,-73.977592,40.757973,-74.007324,40.717846,16,05-05-2013,16,05-05-2013,15
97,40D1A2CFCCD327B057C2977B8540932E,15D85C8E2DE6B010176EBE31617EC7A2,VTS,1,1,1.38,-73.995316,40.748753,-74.004295,40.735298,18,05-05-2013,19,05-05-2013,7
98,2492B535DF3A4A9CD3F682B3E0D3948B,9066C856A3BEB6D2E92CB28440BE3259,VTS,1,1,1.01,-73.999245,40.722515,-74.010704,40.713898,19,05-05-2013,19,05-05-2013,4
99,6385CA8C99985BFBAFB477A9BDFA28C9,B0F05A4024780A56A97507192DF9F4C9,VTS,1,5,2.68,-73.97683,40.780178,-73.975037,40.752148,17,05-05-2013,17,05-05-2013,11
100,8D551AFCEC01D13559773D5B3CD234DA,1BE1959D2B70AB646535BF88E3AE472D,VTS,1,1,1.98,-73.997742,40.756386,-74.004776,40.734798,16,05-05-2013,17,05-05-2013,11
101,BCAA1BCD5FEF28DF9570F579ECACC6AB,2FCC3B3B9EEECF2105649BDA317EAE5D,VTS,1,1,0.98,-73.960266,40.719742,-73.951523,40.713181,15,05-05-2013,15,05-05-2013,6
102,7FF57DBACD75614F46257C4F1F882017,3560E7036518B53494C51FAE858A926D,VTS,1,1,10.54,-73.862907,40.769039,-73.963722,40.680172,17,05-05-2013,18,05-05-2013,27
103,4E7D29EFA70E1D471AEB85F153DE1554,02809483B866FF8C80E2D5D64DDA1600,VTS,1,2,4.52,-73.9599,40.762897,-73.992943,40.722965,17,05-05-2013,17,05-05-2013,20
104,59B3B03F5AF169BF964148647DB39FE6,E7324CC3B4BA6834CA8FC3DA692DDDEB,VTS,1,1,0.8,-73.986359,40.739857,-73.988762,40.731216,18,05-05-2013,18,05-05-2013,4
105,ED5427515DDEB7FE4990373B1DF5786F,5CDC0AA77E75F123FEBC65E06AC625D3,VTS,1,1,6.77,-73.862686,40.768448,-73.937408,40.804386,19,05-05-2013,19,05-05-2013,14
106,57AF5221984EF7A77C03FF0410250743,E67CD554E512D401C138CB1D858AEDC5,VTS,1,1,11.37,-73.994484,40.68996,-73.86557,40.770893,16,05-05-2013,17,05-05-2013,26
107,EFAC6DDCC555586314C8225179232DA9,27AB95529D97AAA983EB1F6C3AAD56F0,VTS,1,1,0.99,-73.977386,40.750832,-73.967201,40.760674,18,05-05-2013,18,05-05-2013,6
108,CB4370439C32EA7AEB8646680BE87044,8C3346EAA74E997B8AF33F4FB023CA3E,VTS,1,1,12.2,-73.987846,40.764973,-73.812302,40.727921,19,05-05-2013,20,05-05-2013,32
109,A42487000E5D56414E028EE0252D45CE,91C6F73A67B4AE63F03F78FE5A95E4A6,VTS,1,2,0.77,-73.992256,40.725147,-74.002464,40.723839,19,05-05-2013,19,05-05-2013,5
110,DFBB078E527A6939321740FF4B044AC9,1149B0BAF50005F21F99491CADD52138,VTS,1,6,0.97,-73.994209,40.741104,-74.002144,40.734707,19,05-05-2013,19,05-05-2013,3
111,10D6F8741AFE5A48CA89DFC53508AE9F,3BF03D8C4CAF74545EC2FE5160FF73F9,VTS,1,6,3.62,-73.981796,40.751888,-74.012436,40.709534,18,05-05-2013,19,05-05-2013,16
112,E8499DE5B3DBA02E072889A0AFC0E8E9,D22F6BDA0E664936F1B3415FFCC451B6,VTS,1,6,3.66,-73.983788,40.743988,-73.979393,40.781979,19,05-05-2013,19,05-05-2013,15
113,3112FC4E5C14054B8A5DB00037572C70,CA8A2B6985A95D81618FDD1CDA971CB8,VTS,1,6,3.01,-73.958832,40.799824,-73.979004,40.764084,18,05-05-2013,18,05-05-2013,13
114,40276740E070731293B69358A15550BC,6B1DA571F258A28B99A32588BBA96868,VTS,1,4,1.25,-73.982063,40.778397,-73.97345,40.784805,19,05-05-2013,19,05-05-2013,6
115,8AE2EBA7A53C1402F9AB0FE38491F4EB,592B606A15C9F399EF72482E282120A8,VTS,1,2,1,-73.983635,40.761982,-73.990936,40.749989,17,05-05-2013,17,05-05-2013,7
116,8EB9CE00A5AD729095BC542FC5FDB5F4,26D1D1327C420BDDD62710C632C4180C,VTS,1,1,2.54,-73.977943,40.778683,-73.984238,40.754658,17,05-05-2013,18,05-05-2013,16
117,69AA4123B3E1670F5F138F35DE08A86C,9E5A6CFBFCB1FD5C7F93762D44EC3D99,VTS,1,1,1.13,-73.985909,40.756645,-74.0019,40.739845,18,05-05-2013,18,05-05-2013,3
118,4A15E823A8D4B398CFC16683EBD6956B,5352D1F7B7A41F1A189697135CEC95C5,VTS,1,1,1.16,-73.963097,40.769218,-73.976807,40.764755,17,05-05-2013,17,05-05-2013,6
119,0A4F0D017F0B4C75C14F9012661F68CC,18CBC7C19527BD03F9D7470B9E716316,VTS,1,1,0.95,-73.977318,40.748962,-73.972046,40.75716,19,05-05-2013,20,05-05-2013,6
120,1D1EEB9CD3337E87512C0D05F3BB2356,8288DE99F6D13CFDC979B8F3C97C8693,VTS,1,2,1.52,-73.975182,40.745853,-73.992271,40.73447,19,05-05-2013,19,05-05-2013,8
121,4D5A1D2C01C93F3BF1BEE4F4F241153C,F99CD81889653AC5C9FAD73804C67F26,VTS,1,2,1.05,-73.971703,40.794598,-73.980446,40.783443,19,05-05-2013,19,05-05-2013,4
122,F52E565BDEEAB06EF29AF718A2ED09E4,D53D038FF57F6FDE8155D52CB29842CD,VTS,1,1,2.32,-73.953011,40.791622,-73.967018,40.764011,18,05-05-2013,18,05-05-2013,10
123,70441B1EE93324621B443AA0142B111A,319C194AF5D177C5FBFADB7525E48774,VTS,1,1,0.49,-73.976318,40.751839,-73.978661,40.745838,19,05-05-2013,19,05-05-2013,2
124,F71AEBD7EDABA9D4157424BFC31D0477,E167CD9DC5D4400E145A63C97E78DA7F,VTS,1,1,1.15,-73.98867,40.742863,-74.004532,40.742256,17,05-05-2013,17,05-05-2013,5
125,F1C90C35E9E616B9F03226E50781DA8B,48904C3579CAFCA72F005604DCBEC4FE,VTS,1,1,1.62,-74.007545,40.740898,-73.98925,40.730846,18,05-05-2013,18,05-05-2013,10
126,DDCBE3295F4678F613FE6424F03078ED,6CAE52FB656EA0369A4EE19155AA6C7E,VTS,1,2,3.45,-73.945847,40.71442,-73.918739,40.741154,17,05-05-2013,17,05-05-2013,12
127,C524F426D920EAA2855BD2EBE4AF9DBE,C3390BD93217D4B304ED02F42392F341,VTS,1,1,1.11,-73.998474,40.734978,-73.981949,40.760658,18,05-05-2013,19,05-05-2013,6
128,3246AA03B718062309B61CEFEDA6C60A,BBA84290C9C0D0D038EFBE220C34D377,VTS,1,5,5.62,-73.983269,40.766193,-73.960182,40.719292,19,05-05-2013,19,05-05-2013,23
129,3EB9AA1A358D0E5F93E64956E352CA55,3C93938440888E90632F4BC59746E223,VTS,1,1,1.72,-73.98542,40.768337,-73.984871,40.785816,18,05-05-2013,18,05-05-2013,8
130,29070848586E5A4CE088742695DC7E54,F4A7AABC8C11D1DB795B24F6C5F106C6,VTS,1,5,1.6,-73.991562,40.755032,-74.005409,40.741074,19,05-05-2013,19,05-05-2013,7
131,21198B1F559FD9072647BDA32777330D,21BD8B35534B1C2B3A6C40BCF0BE3A9D,VTS,1,2,2.95,-73.981049,40.761539,-73.94561,40.777958,19,05-05-2013,20,05-05-2013,11
132,32E36E1130AC3018CE5A3B0BD5E70FDF,17B0A18C3D00F44FB5E3DE2E1CCEACDA,VTS,1,1,1.98,-73.993629,40.751724,-74.000427,40.737152,16,05-05-2013,17,05-05-2013,15
133,C2944A025B5C1B91A7AEF1F534919271,4AD456905A17973A8D22ECC4F1A74DF3,VTS,1,1,2.15,-73.968864,40.758198,-73.946205,40.775661,21,05-05-2013,21,05-05-2013,8
134,8F99A68EA2D609709EBA06E2C14D5C39,E78E5EB8A3F9C0CA3361339BC84F9B07,VTS,1,1,2.53,-73.996346,40.731976,-73.98735,40.760441,20,05-05-2013,21,05-05-2013,13
135,E520117674DF8949E37A904005EC41AE,32205E5E05379477620DE4A895FC87AB,VTS,1,1,1.53,-73.960213,40.813274,-73.972046,40.794476,18,05-05-2013,18,05-05-2013,5
